timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
1646443101637.2666,0.0001220703125,0.1204833984375,0.01318359375,4.251908396946565,-3.3282442748091605,-4.656488549618321
1646443101693.4736,0.00054931640625,0.1207275390625,0.0135498046875,-0.6564885496183206,0.1603053435114503,-0.366412213740458
1646443101749.08,-0.00091552734375,0.1209716796875,0.01458740234375,-0.6564885496183206,0.1679389312977099,-0.366412213740458
1646443101804.6448,-0.0003662109375,0.119873046875,0.01409912109375,-0.6641221374045801,0.1068702290076335,-0.3358778625954198
1646443101860.3867,-0.00067138671875,0.1207275390625,0.0120849609375,-0.5954198473282443,0.1526717557251908,-0.4045801526717557
1646443101915.9956,0.00079345703125,0.121337890625,0.0133056640625,-0.6412213740458015,0.1526717557251908,-0.3816793893129771
1646443101971.6648,-0.00042724609375,0.12213134765625,0.01361083984375,-0.6564885496183206,0.1526717557251908,-0.3587786259541984
1646443102027.653,-0.00103759765625,0.12255859375,0.0146484375,-0.6183206106870229,0.1603053435114503,-0.3740458015267175
1646443102085.7844,-0.0003662109375,0.1214599609375,0.0142822265625,-0.6030534351145038,0.1679389312977099,-0.3816793893129771
1646443102145.439,-0.00115966796875,0.12176513671875,0.0145263671875,-0.6259541984732825,0.1603053435114503,-0.3816793893129771
1646443102205.3635,-0.00030517578125,0.12158203125,0.014404296875,-0.6412213740458015,0.1679389312977099,-0.3969465648854962
1646443102264.9685,-0.00030517578125,0.12176513671875,0.0147705078125,-0.6183206106870229,0.1526717557251908,-0.3511450381679389
1646443102324.521,-0.0008544921875,0.12213134765625,0.0145263671875,-0.6030534351145038,0.183206106870229,-0.3816793893129771
1646443102383.9285,-0.0001220703125,0.1214599609375,0.01446533203125,-0.6259541984732825,0.1755725190839694,-0.3740458015267175
1646443102443.4438,-0.00030517578125,0.121337890625,0.01470947265625,-0.6335877862595419,0.1679389312977099,-0.3511450381679389
1646443102503.0088,0.00030517578125,0.1214599609375,0.01416015625,-0.6030534351145038,0.1603053435114503,-0.3740458015267175
1646443102562.419,0.00018310546875,0.12213134765625,0.01397705078125,-0.6106870229007634,0.1374045801526717,-0.3587786259541984
1646443102621.963,0.00054931640625,0.12200927734375,0.01446533203125,-0.6183206106870229,0.1679389312977099,-0.3740458015267175
1646443102681.359,0.00042724609375,0.1214599609375,0.0140380859375,-0.6106870229007634,0.1603053435114503,-0.3969465648854962
1646443102741.1262,-0.0003662109375,0.1219482421875,0.01361083984375,-0.6335877862595419,0.183206106870229,-0.3816793893129771
1646443102800.4968,0.00018310546875,0.1224365234375,0.01470947265625,-0.6412213740458015,0.1450381679389313,-0.3816793893129771
1646443102859.9673,-0.00018310546875,0.12188720703125,0.01336669921875,-0.6412213740458015,0.183206106870229,-0.3816793893129771
1646443102919.355,-0.00018310546875,0.122314453125,0.01348876953125,-0.648854961832061,0.1679389312977099,-0.3587786259541984
1646443102980.0007,0.00054931640625,0.1221923828125,0.01336669921875,-0.6106870229007634,0.1755725190839694,-0.366412213740458
1646443103042.222,-0.000244140625,0.12139892578125,0.01361083984375,-0.6335877862595419,0.1679389312977099,-0.366412213740458
1646443103102.6577,-0.00042724609375,0.1219482421875,0.01312255859375,-0.6259541984732825,0.183206106870229,-0.3740458015267175
1646443103161.995,-0.000244140625,0.12249755859375,0.01434326171875,-0.6183206106870229,0.1755725190839694,-0.366412213740458
1646443103221.499,0.0,0.12298583984375,0.0155029296875,-0.6030534351145038,0.1755725190839694,-0.3893129770992366
1646443103280.8994,-0.00018310546875,0.12213134765625,0.0145263671875,-0.6106870229007634,0.1603053435114503,-0.366412213740458
1646443103340.378,-0.00054931640625,0.12249755859375,0.0137939453125,-0.6412213740458015,0.1526717557251908,-0.366412213740458
1646443103406.4204,-0.0006103515625,0.1221923828125,0.01385498046875,-0.6259541984732825,0.1679389312977099,-0.3587786259541984
