timestamp,acc_x,acc_y,acc_z,gyr_x,gyr_y,gyr_z
1646443391763.7014,-0.00128173828125,0.12054443359375,0.0211181640625,-0.5954198473282443,0.16793893129770993,-0.366412213740458
1646443391764.4683,-0.00128173828125,0.12054443359375,0.0211181640625,-0.5954198473282443,0.16793893129770993,-0.366412213740458
1646443391765.0393,-0.0015869140625,0.12115478515625,0.02215576171875,-0.6106870229007634,0.183206106870229,-0.366412213740458
1646443391765.5984,-0.00079345703125,0.12139892578125,0.02093505859375,-0.6106870229007634,0.17557251908396945,-0.37404580152671757
1646443391766.1575,-0.00079345703125,0.12139892578125,0.02093505859375,-0.6106870229007634,0.17557251908396945,-0.37404580152671757
1646443391766.718,-0.0009765625,0.12109375,0.02191162109375,-0.6106870229007634,0.16793893129770993,-0.37404580152671757
1646443391767.2734,-0.0009765625,0.12109375,0.02191162109375,-0.6106870229007634,0.16793893129770993,-0.37404580152671757
1646443391767.8306,-0.0015869140625,0.12127685546875,0.02154541015625,-0.6183206106870229,0.16793893129770993,-0.37404580152671757
1646443391768.3892,-0.0015869140625,0.12127685546875,0.02154541015625,-0.6183206106870229,0.16793893129770993,-0.37404580152671757
1646443391768.9468,-0.0010986328125,0.12054443359375,0.0206298828125,-0.6183206106870229,0.16030534351145037,-0.35877862595419846
1646443391769.5046,-0.00103759765625,0.120361328125,0.02069091796875,-0.6106870229007634,0.16030534351145037,-0.3435114503816794
1646443391770.0608,-0.00103759765625,0.120361328125,0.02069091796875,-0.6106870229007634,0.16030534351145037,-0.3435114503816794
1646443391770.6187,-0.00128173828125,0.11981201171875,0.02154541015625,-0.6030534351145038,0.16030534351145037,-0.35877862595419846
1646443391771.176,-0.00128173828125,0.11981201171875,0.02154541015625,-0.6030534351145038,0.16030534351145037,-0.35877862595419846
1646443391771.7834,-0.00201416015625,0.1202392578125,0.02197265625,-0.6106870229007634,0.17557251908396945,-0.37404580152671757
1646443391772.34,-0.00201416015625,0.1202392578125,0.02197265625,-0.6106870229007634,0.17557251908396945,-0.37404580152671757
1646443391772.8967,-0.0015869140625,0.11993408203125,0.02130126953125,-0.6106870229007634,0.17557251908396945,-0.37404580152671757
1646443391773.4536,-0.0015869140625,0.11993408203125,0.02130126953125,-0.6106870229007634,0.17557251908396945,-0.37404580152671757
1646443391774.0125,-0.00140380859375,0.1219482421875,0.0211181640625,-0.6106870229007634,0.17557251908396945,-0.37404580152671757
1646443391774.5696,-0.00164794921875,0.12176513671875,0.02197265625,-0.6106870229007634,0.16030534351145037,-0.366412213740458
1646443391775.1262,-0.00164794921875,0.12176513671875,0.02197265625,-0.6106870229007634,0.16030534351145037,-0.366412213740458
1646443391775.6816,-0.00177001953125,0.12127685546875,0.02130126953125,-0.5954198473282443,0.16793893129770993,-0.366412213740458
1646443391776.24,-0.00177001953125,0.12127685546875,0.02130126953125,-0.5954198473282443,0.16793893129770993,-0.366412213740458
1646443391776.796,-0.001220703125,0.121826171875,0.0218505859375,-0.6106870229007634,0.16030534351145037,-0.37404580152671757
1646443391777.3516,-0.001220703125,0.121826171875,0.0218505859375,-0.6106870229007634,0.16030534351145037,-0.37404580152671757
1646443391777.9077,-0.0015869140625,0.12237548828125,0.02154541015625,-0.6259541984732825,0.1450381679389313,-0.3816793893129771
1646443391778.4636,-0.0015869140625,0.12237548828125,0.02154541015625,-0.6259541984732825,0.1450381679389313,-0.3816793893129771
1646443391779.0208,-0.0015869140625,0.121337890625,0.0218505859375,-0.6259541984732825,0.1297709923664122,-0.37404580152671757
1646443391779.5762,-0.0018310546875,0.1224365234375,0.02227783203125,-0.6259541984732825,0.16793893129770993,-0.37404580152671757
1646443391780.134,-0.0018310546875,0.1224365234375,0.02227783203125,-0.6259541984732825,0.16793893129770993,-0.37404580152671757
1646443391780.6904,-0.001708984375,0.1221923828125,0.0213623046875,-0.6030534351145038,0.19083969465648856,-0.3511450381679389
